id,frameIndex,eye.x,eye.y,eye.z,gaze.x,gaze.y,gaze.z,head.x,head.y,head.z,headpose.roll,headpose.pitch,headpose.yaw,speaking,action,vfoa_GT,target0.name,target0.x,target0.y,target0.z,target0.speaking,speech_state,turn_shift,delta_eye.x,delta_eye.y,delta_eye.z,delta_gaze.x,delta_gaze.y,delta_gaze.z,delta_head.x,delta_head.y,delta_head.z,delta_headpose.roll,delta_headpose.pitch,delta_headpose.yaw,turn_shift_in_next_15_frames
018PL-2_Applicant,10,0.029811725,0.036616087,0.08200093,0.058092594,-0.3066427,0.9500504,-0.18134345,0.087288804,-0.16749908,0.16988464,-0.09156148,-0.49579352,0,none:none,aversion,interviewer,0.6193783,0.12882198,2.0977948,0,silence,0,1.4999999999043556e-08,0.0,2.000000000335067e-08,0.006230979999999997,-0.04168812999999999,-0.012814949999999992,2.0550000000008062e-05,6.733999999994356e-06,1.2860000000003424e-05,-0.0005038799999999843,-0.00017187600000000136,-0.0004158200000000112,0
018PL-2_Applicant,11,0.02981174,0.036616087,0.0820009,0.05205494,-0.26451096,0.9629768,-0.18137771,0.08729419,-0.16751692,0.17031658,-0.09123891,-0.4951778,0,none:none,aversion,interviewer,0.618823,0.12928519,2.098282,0,silence,0,1.4999999999043556e-08,0.0,-2.999999999808711e-08,-0.0060376539999999965,0.04213173999999997,0.012926400000000005,-3.426000000000817e-05,5.385999999996116e-06,-1.7840000000018952e-05,0.0004319399999999918,0.00032256999999999425,0.0006157199999999863,0
018PL-2_Applicant,12,0.029811725,0.036616087,0.08200092,0.058142006,-0.3026814,0.95131665,-0.1813446,0.08727732,-0.16749808,0.17010778,-0.0914573,-0.49581298,0,none:none,aversion,interviewer,0.61966443,0.1286051,2.0965083,0,silence,0,-1.4999999999043556e-08,0.0,2.000000000335067e-08,0.006087066000000002,-0.03817043999999997,-0.01166014999999998,3.311000000000286e-05,-1.6869999999988283e-05,1.8840000000019952e-05,-0.00020880000000000898,-0.00021838999999999886,-0.000635180000000013,0
018PL-2_Applicant,13,0.029811725,0.0366161,0.082000926,0.05658698,-0.26797563,0.96176255,-0.18136683,0.08727079,-0.16751622,0.17003678,-0.09146732,-0.49526414,0,none:none,aversion,interviewer,0.61863065,0.1286924,2.0957284,0,silence,0,0.0,1.3000000000096268e-08,5.999999996841865e-09,-0.001555026000000001,0.03470576999999997,0.010445900000000008,-2.2230000000011962e-05,-6.530000000004588e-06,-1.8139999999999823e-05,-7.099999999998774e-05,-1.0019999999999474e-05,0.0005488399999999949,0
018PL-2_Applicant,14,0.029811725,0.036616072,0.08200091,0.058834523,-0.2676758,0.96171117,-0.1813596,0.0872719,-0.16751057,0.17030925,-0.09157498,-0.49548125,0,none:none,aversion,interviewer,0.6190144,0.12815386,2.0945237,0,silence,0,0.0,-2.7999999999139824e-08,-1.6000000005456094e-08,0.0022475429999999977,0.00029983000000000093,-5.138000000004528e-05,7.229999999996961e-06,1.109999999998612e-06,5.649999999995936e-06,0.0002724699999999969,-0.00010765999999999554,-0.00021710999999996483,0
018PL-2_Applicant,15,0.02981171,0.036616087,0.08200091,0.087750435,-0.2873469,0.9537986,-0.18135251,0.08728908,-0.167517,0.17015387,-0.091395,-0.49543703,0,none:none,aversion,interviewer,0.61870414,0.12815438,2.0930421,0,silence,0,-1.4999999999043556e-08,1.4999999999043556e-08,0.0,0.028915912000000002,-0.019671099999999997,-0.007912569999999897,7.09000000001514e-06,1.7180000000005524e-05,-6.430000000001712e-06,-0.00015537999999998275,0.00017997999999999625,4.421999999998372e-05,0
018PL-2_Applicant,16,0.02981171,0.036616072,0.08200092,0.09052965,-0.2859604,0.95395553,-0.18134575,0.08728884,-0.16752015,0.1703744,-0.091285035,-0.49555373,0,none:none,aversion,interviewer,0.61910665,0.1263965,2.091724,0,silence,0,0.0,-1.4999999999043556e-08,1.000000000861423e-08,0.0027792150000000015,0.0013865000000000127,0.00015692999999994406,6.759999999994548e-06,-2.399999999985747e-07,-3.1500000000073136e-06,0.00022052999999999656,0.00010996500000000353,-0.00011670000000002512,0
018PL-2_Applicant,17,0.02981171,0.036616057,0.082000926,0.05574456,-0.27003083,0.96123683,-0.18134722,0.08727421,-0.16749032,0.16998135,-0.09159075,-0.49593157,0,none:none,aversion,interviewer,0.6201556,0.12671912,2.0910661,0,silence,0,0.0,-1.4999999999043556e-08,5.999999996841865e-09,-0.034785090000000005,0.015929570000000004,0.007281300000000046,-1.470000000003413e-06,-1.4630000000001586e-05,2.983000000000846e-05,-0.0003930500000000059,-0.00030571499999999807,-0.00037783999999996265,0
018PL-2_Applicant,18,0.029811725,0.036616072,0.082000926,0.048804075,-0.24418673,0.9684995,-0.18147595,0.087450124,-0.16782002,0.1790698,-0.084784225,-0.49056074,0,none:none,aversion,interviewer,0.6134453,0.13581362,2.0912774,0,silence,0,1.4999999999043556e-08,1.4999999999043556e-08,0.0,-0.006940484999999996,0.02584410000000001,0.007262669999999916,-0.00012872999999999357,0.00017591399999999924,-0.00032969999999998834,0.009088449999999998,0.006806524999999994,0.005370829999999993,0
018PL-2_Applicant,19,0.029811725,0.036616072,0.08200092,0.025543392,-0.31382442,0.94913745,-0.18148345,0.08742657,-0.16781451,0.17874886,-0.08488573,-0.49015385,0,none:none,aversion,interviewer,0.61288136,0.13600123,2.0907803,0,silence,0,0.0,0.0,-5.999999996841865e-09,-0.023260683,-0.06963769,-0.01936204999999991,-7.499999999993623e-06,-2.3554000000008957e-05,5.509999999986359e-06,-0.0003209399999999918,-0.00010150500000000173,0.0004068899999999931,0
018PL-2_Applicant,20,0.02981174,0.036616087,0.08200092,0.04634276,-0.36008644,0.9317673,-0.18150167,0.08746866,-0.16782436,0.1792027,-0.08503186,-0.49021095,0,none:none,aversion,interviewer,0.6132282,0.13486025,2.0895026,0,silence,0,1.4999999999043556e-08,1.4999999999043556e-08,0.0,0.020799367999999995,-0.046262020000000015,-0.017370150000000084,-1.8220000000013226e-05,4.209000000000851e-05,-9.850000000005688e-06,0.00045383999999998315,-0.00014612999999999432,-5.7099999999976614e-05,0
018PL-2_Applicant,21,0.02981171,0.036616072,0.08200092,0.14778498,-0.22368202,0.9633931,-0.18152228,0.087449186,-0.16781463,0.17935418,-0.08487724,-0.48974758,0,none:none,aversion,interviewer,0.6124283,0.13485931,2.088626,0,silence,0,-2.999999999808711e-08,-1.4999999999043556e-08,0.0,0.10144222000000001,0.13640442,0.03162580000000004,-2.0610000000004236e-05,-1.947400000000543e-05,9.730000000013339e-06,0.00015148000000000938,0.0001546199999999942,0.000463369999999963,0
018PL-2_Applicant,22,0.029811725,0.0366161,0.08200092,0.08174428,-0.23876308,0.96763134,-0.18151055,0.08746029,-0.16782969,0.1789741,-0.08492356,-0.48956493,0,none:none,aversion,interviewer,0.611749,0.13487427,2.087666,0,silence,0,1.4999999999043556e-08,2.7999999999139824e-08,0.0,-0.06604070000000001,-0.01508105999999998,0.004238239999999949,1.173000000001534e-05,1.1103999999997893e-05,-1.5060000000011176e-05,-0.00038008000000000486,-4.631999999998859e-05,0.00018265000000000642,0
018PL-2_Applicant,23,0.02981171,0.036616072,0.08200091,0.049179673,-0.2981938,0.95323765,-0.18148355,0.087470315,-0.16779983,0.17891203,-0.085156724,-0.49072114,0,none:none,aversion,interviewer,0.6143143,0.13393588,2.0864286,0,silence,0,-1.4999999999043556e-08,-2.7999999999139824e-08,-1.000000000861423e-08,-0.032564607,-0.05943072000000002,-0.014393689999999904,2.6999999999999247e-05,1.002500000001072e-05,2.985999999999267e-05,-6.20699999999974e-05,-0.00023316400000000792,-0.0011562099999999909,0
018PL-2_Applicant,24,0.02981174,0.036616072,0.082000926,0.098655164,-0.21711183,0.97114885,-0.18147458,0.08746814,-0.16781688,0.17974988,-0.08411178,-0.4907095,0,none:none,aversion,interviewer,0.6148329,0.1348179,2.085214,0,silence,0,2.999999999808711e-08,0.0,1.6000000005456094e-08,0.049475491,0.08108197,0.017911199999999905,8.969999999997036e-06,-2.1750000000070324e-06,-1.7049999999990684e-05,0.0008378500000000011,0.001044944000000006,1.1639999999979445e-05,0
018PL-2_Applicant,25,0.02981171,0.036616087,0.08200091,0.092915505,-0.21868387,0.9713621,-0.18147393,0.08744228,-0.16781169,0.17933291,-0.084723234,-0.49067643,0,none:none,aversion,interviewer,0.6146295,0.13368632,2.0846775,0,silence,0,-2.999999999808711e-08,1.4999999999043556e-08,-1.6000000005456094e-08,-0.005739659000000008,-0.0015720399999999968,0.00021325000000005367,6.499999999909356e-07,-2.5860000000002548e-05,5.1899999999882596e-06,-0.00041696999999998874,-0.0006114539999999974,3.3070000000023914e-05,0
018PL-2_Applicant,26,0.02981174,0.0366161,0.08200092,0.071228474,-0.20587465,0.9759828,-0.18148758,0.08743152,-0.16781576,0.17913751,-0.08478324,-0.49022585,0,none:none,aversion,interviewer,0.6139289,0.13405293,2.084251,0,silence,0,2.999999999808711e-08,1.3000000000096268e-08,1.000000000861423e-08,-0.021687030999999996,0.01280922000000001,0.004620700000000033,-1.3650000000003937e-05,-1.0759999999998549e-05,-4.069999999994911e-06,-0.00019540000000001223,-6.0006000000001336e-05,0.0004505799999999782,0
018PL-2_Applicant,27,0.029811725,0.036616087,0.08200092,0.04237643,-0.29085243,0.95582914,-0.18147418,0.08745156,-0.16781148,0.1789979,-0.0850086,-0.49070835,0,none:none,aversion,interviewer,0.6147646,0.13358559,2.0832791,0,silence,0,-1.4999999999043556e-08,-1.3000000000096268e-08,0.0,-0.028852044,-0.08497778,-0.020153660000000073,1.3399999999996748e-05,2.0039999999998948e-05,4.279999999995399e-06,-0.00013961000000001222,-0.00022536000000000778,-0.0004824999999999968,0
018PL-2_Applicant,28,0.02981171,0.036616087,0.08200091,0.055060267,-0.23034659,0.9715498,-0.18149337,0.08744448,-0.16781235,0.17906848,-0.084754966,-0.4901885,0,none:none,aversion,interviewer,0.61360633,0.1336318,2.082988,0,silence,0,-1.4999999999043556e-08,0.0,-1.000000000861423e-08,0.012683837000000003,0.060505840000000005,0.015720660000000053,-1.9189999999974505e-05,-7.079999999992648e-06,-8.699999999861596e-07,7.058000000001452e-05,0.0002536340000000026,0.0005198499999999884,0
018PL-2_Applicant,29,0.02981171,0.036616087,0.08200091,0.17836156,-0.19682735,0.96407795,-0.18148313,0.08744415,-0.16780868,0.17875266,-0.085101366,-0.49052563,0,none:none,aversion,interviewer,0.6136657,0.13275222,2.0821102,0,silence,0,0.0,0.0,0.0,0.123301293,0.03351923999999998,-0.007471850000000058,1.0239999999994698e-05,-3.300000000067138e-07,3.6700000000111643e-06,-0.00031581999999999444,-0.0003463999999999967,-0.0003371299999999633,0
018PL-2_Applicant,30,0.02981171,0.036616072,0.08200092,0.13240784,-0.14011578,0.9812422,-0.18250936,0.090700835,-0.16620655,0.1786099,-0.08366486,-0.50015575,0,none:none,aversion,interviewer,0.6332143,0.12973957,2.0732763,0,silence,0,0.0,-1.4999999999043556e-08,1.000000000861423e-08,-0.04595372,0.05671157000000002,0.017164249999999992,-0.0010262300000000169,0.0032566849999999953,0.0016021299999999794,-0.00014276000000001954,0.001436506000000004,-0.00963012000000002,0
018PL-2_Applicant,31,0.029811725,0.036616057,0.08200092,0.07106316,-0.17460918,0.98207045,-0.1824738,0.091114536,-0.16720264,0.18403545,-0.08669056,-0.509112,0,none:none,aversion,interviewer,0.6519482,0.11700907,2.0699255,0,silence,0,1.4999999999043556e-08,-1.4999999999043556e-08,0.0,-0.06134468,-0.03449340000000001,0.0008282500000000859,3.55600000000178e-05,0.00041370100000000243,-0.000996090000000005,0.005425550000000001,-0.003025700000000006,-0.008956249999999999,0
018PL-2_Applicant,32,0.029811725,0.036616042,0.08200093,0.029336035,-0.1972794,0.9799086,-0.18253528,0.091233194,-0.16678745,0.17909223,-0.08739089,-0.5031385,0,none:none,aversion,interviewer,0.6383976,0.12038551,2.0724673,0,silence,0,0.0,-1.4999999999043556e-08,9.999999994736442e-09,-0.041727125000000004,-0.02267021999999999,-0.0021618500000000207,-6.148000000000264e-05,0.00011865800000000759,0.0004151900000000097,-0.004943219999999998,-0.000700329999999999,0.005973499999999965,0
018PL-2_Applicant,33,0.02981171,0.036616072,0.08200091,0.05123216,-0.16566679,0.9848504,-0.18232715,0.09106591,-0.16670159,0.18287288,-0.086346075,-0.5034588,0,none:none,aversion,interviewer,0.6398102,0.11973652,2.0720108,0,silence,0,-1.4999999999043556e-08,2.999999999808711e-08,-2.000000000335067e-08,0.021896125,0.031612609999999985,0.004941799999999996,0.00020813000000000081,-0.00016728400000000365,8.585999999999316e-05,0.0037806499999999965,0.0010448150000000045,-0.0003202999999999401,0
018PL-2_Applicant,34,0.02981171,0.036616057,0.08200093,0.057774782,-0.20512348,0.9770297,-0.18241353,0.09118211,-0.16687793,0.17812574,-0.08551931,-0.50067765,0,none:none,aversion,interviewer,0.63442814,0.12533799,2.0741293,0,silence,0,0.0,-1.4999999999043556e-08,2.000000000335067e-08,0.006542621999999998,-0.03945668999999999,-0.007820700000000014,-8.637999999999701e-05,0.00011619999999999686,-0.00017633999999999705,-0.004747139999999983,0.0008267649999999932,0.00278115000000001,0
018PL-2_Applicant,35,0.02981171,0.036616057,0.08200091,0.0543468,-0.19586532,0.97912395,-0.18208922,0.09066966,-0.16596884,0.17952015,-0.085057355,-0.5075688,0,none:none,aversion,interviewer,0.64724326,0.12390374,2.0680656,0,silence,0,0.0,0.0,-2.000000000335067e-08,-0.003427981999999996,0.009258159999999988,0.002094249999999964,0.0003243099999999943,-0.0005124499999999976,0.0009090900000000013,0.0013944099999999848,0.000461955,-0.006891150000000068,0
018PL-2_Applicant,36,0.02981171,0.036616057,0.08200093,-0.03546101,-0.19454804,0.98025215,-0.1824771,0.091046505,-0.16591673,0.181406,-0.08716303,-0.49862868,0,none:none,aversion,interviewer,0.6290128,0.121406615,2.074007,0,silence,0,0.0,0.0,2.000000000335067e-08,-0.08980781,0.001317280000000004,0.0011282000000000236,-0.0003878800000000071,0.00037684500000000065,5.2109999999994105e-05,0.0018858500000000222,-0.0021056750000000013,0.008940120000000051,0
018PL-2_Applicant,37,0.02981174,0.036616057,0.08200093,-0.050778568,-0.19148034,0.98018235,-0.1823768,0.09073046,-0.16658702,0.18639317,-0.08537372,-0.5044894,0,none:none,aversion,interviewer,0.64231193,0.11945349,2.0710146,0,silence,0,2.999999999808711e-08,0.0,0.0,-0.015317558000000002,0.0030677000000000065,-6.980000000000874e-05,0.00010029999999999761,-0.0003160450000000009,-0.0006702899999999901,0.004987169999999985,0.0017893100000000023,-0.005860719999999986,0
018PL-2_Applicant,38,0.02981171,0.036616072,0.08200095,-0.06725213,-0.2244072,0.9721725,-0.18229575,0.09057838,-0.1660054,0.18182394,-0.08592932,-0.50536495,0,none:none,aversion,interviewer,0.6432735,0.12155475,2.0698845,0,silence,0,-2.999999999808711e-08,1.4999999999043556e-08,2.000000000335067e-08,-0.01647356199999999,-0.03292686,-0.008009849999999985,8.104999999999918e-05,-0.00015207999999999888,0.0005816200000000049,-0.0045692300000000075,-0.0005556000000000033,-0.0008755500000000582,0
018PL-2_Applicant,39,0.029811725,0.036616072,0.08200094,-0.07161176,-0.19524404,0.97813714,-0.18245204,0.09093754,-0.16639867,0.18405487,-0.083714284,-0.49692756,0,none:none,aversion,interviewer,0.62750965,0.12658374,2.074644,0,silence,0,1.4999999999043556e-08,0.0,-1.000000000861423e-08,-0.004359630000000003,0.029163159999999994,0.0059646399999999655,-0.00015629000000000337,0.00035915999999999726,-0.0003932700000000011,0.00223093000000002,0.0022150360000000036,0.008437390000000045,0
018PL-2_Applicant,40,0.02981174,0.036616057,0.08200095,0.003543228,-0.22454828,0.97445697,-0.18207537,0.09080605,-0.16611601,0.17666323,-0.08490483,-0.5012689,0,none:none,aversion,interviewer,0.63418865,0.12796172,2.0720584,0,silence,0,1.4999999999043556e-08,-1.4999999999043556e-08,1.000000000861423e-08,0.07515498799999999,-0.02930423999999998,-0.0036801699999999826,0.0003766700000000234,-0.000131489999999998,0.00028265999999999014,-0.007391640000000005,-0.0011905460000000007,-0.004341340000000027,0
018PL-2_Applicant,41,0.02981174,0.036616087,0.082000956,-0.013751924,-0.2534787,0.9672439,-0.18262014,0.091030605,-0.16672567,0.18245098,-0.083017804,-0.50169826,0,none:none,aversion,interviewer,0.63734734,0.12701137,2.0715134,0,silence,0,0.0,2.999999999808711e-08,5.999999996841865e-09,-0.017295152,-0.028930420000000012,-0.007213069999999933,-0.00054477,0.00022455500000000128,-0.0006096599999999841,0.005787750000000008,0.001887026,-0.00042935999999993424,0
018PL-2_Applicant,42,0.02981174,0.036616072,0.08200097,-0.06633046,-0.14821298,0.98672915,-0.18242401,0.090968005,-0.16697434,0.18212494,-0.08363707,-0.49982092,0,none:none,aversion,interviewer,0.6329752,0.12674849,2.0730836,0,silence,0,0.0,-1.4999999999043556e-08,1.4000000006508806e-08,-0.052578535999999995,0.10526572000000001,0.01948525000000001,0.0001961299999999888,-6.259999999999599e-05,-0.0002486700000000064,-0.00032603999999999966,-0.0006192659999999933,0.0018773399999999496,0
018PL-2_Applicant,43,0.02981174,0.036616072,0.08200096,-0.018578082,-0.1838884,0.9827722,-0.18246597,0.09069493,-0.16641466,0.1835217,-0.08673949,-0.50434965,0,none:none,aversion,interviewer,0.6411483,0.11844799,2.0706944,0,silence,0,0.0,0.0,-1.000000000861423e-08,0.047752378,-0.03567542000000001,-0.00395695000000007,-4.196000000000755e-05,-0.0002730749999999976,0.0005596800000000068,0.001396759999999997,-0.0031024200000000085,-0.004528729999999981,0
018PL-2_Applicant,44,0.029811755,0.036616087,0.08200096,-0.07353878,-0.09529101,0.99273,-0.18279192,0.0910993,-0.16678451,0.18186687,-0.09104964,-0.51193494,0,none:none,aversion,interviewer,0.6546709,0.10808678,2.066676,0,silence,0,1.4999999999043556e-08,1.4999999999043556e-08,0.0,-0.054960698,0.08859739000000001,0.009957800000000017,-0.0003259499999999915,0.00040436999999998724,-0.0003698500000000049,-0.001654829999999996,-0.004310149999999999,-0.007585289999999967,0
018PL-2_Applicant,45,0.029811755,0.036616117,0.08200099,-0.25669688,-0.06281735,0.96444905,-0.18248197,0.09116003,-0.16492246,0.17397797,-0.09018521,-0.5283411,0,none:none,aversion,interviewer,0.68563455,0.10972285,2.0543654,0,silence,0,0.0,2.999999999808711e-08,2.999999999808711e-08,-0.18315810000000002,0.03247366,-0.02828094999999997,0.0003099500000000033,6.073000000000883e-05,0.001862050000000004,-0.007888900000000004,0.0008644299999999994,-0.01640616000000006,0
018PL-2_Applicant,46,0.02981177,0.0366161,0.08200098,-0.38924187,-0.002349764,0.9211331,-0.1828841,0.09088319,-0.1657824,0.1782275,-0.09653633,-0.5584151,0,none:none,aversion,interviewer,0.7450434,0.08579041,2.0362608,0,silence,0,1.5000000002513003e-08,-1.6999999997990844e-08,-9.999999994736442e-09,-0.13254498999999997,0.060467586,-0.04331594999999999,-0.00040213000000000054,-0.0002768400000000004,-0.0008599400000000035,0.004249530000000001,-0.006351120000000002,-0.030074000000000045,0
018PL-2_Applicant,47,0.029811725,0.0366161,0.082000986,-0.3851217,-0.07673974,0.9196702,-0.18347692,0.09095109,-0.1662008,0.16867161,-0.10325141,-0.5945563,0,none:none,aversion,interviewer,0.81418455,0.070583,2.0117247,0,silence,0,-4.5000000000600116e-08,0.0,5.999999996841865e-09,0.004120169999999979,-0.074389976,-0.0014629000000000447,-0.0005928199999999939,6.789999999999574e-05,-0.0004184000000000132,-0.009555890000000011,-0.006715079999999998,-0.036141199999999984,0
018PL-2_Applicant,48,0.02981174,0.036616117,0.08200098,-0.531874,0.075177774,0.8434802,-0.1835193,0.09115601,-0.16665685,0.16833057,-0.1010071,-0.62588745,0,none:none,aversion,interviewer,0.87699115,0.069563776,1.9887296,0,silence,0,1.4999999999043556e-08,1.6999999997990844e-08,-5.999999996841865e-09,-0.14675229999999995,0.151917514,-0.07618999999999998,-4.238000000000852e-05,0.00020491999999999733,-0.00045604999999998563,-0.0003410399999999869,0.0022443099999999994,-0.031331149999999974,0
018PL-2_Applicant,49,0.02981177,0.0366161,0.08200098,-0.57296765,0.05413294,0.8177884,-0.18392833,0.09111663,-0.16724464,0.16166475,-0.09973587,-0.6542918,0,none:none,aversion,interviewer,0.9333567,0.07361485,1.9669254,0,silence,0,3.000000000155656e-08,-1.6999999997990844e-08,0.0,-0.04109365000000009,-0.021044834000000005,-0.025691800000000042,-0.00040903000000000467,-3.9379999999991644e-05,-0.0005877900000000047,-0.006665820000000017,0.0012712299999999982,-0.028404349999999967,0
018PL-2_Applicant,50,0.029811755,0.03661613,0.082000986,-0.63157463,0.04826495,0.7738116,-0.18392284,0.091114365,-0.1671856,0.1610966,-0.10099732,-0.65598106,0,none:none,aversion,interviewer,0.9381629,0.07468061,1.9709767,0,silence,0,-1.5000000002513003e-08,2.999999999808711e-08,5.999999996841865e-09,-0.058606979999999975,-0.0058679899999999965,-0.04397679999999993,5.489999999996886e-06,-2.2650000000012938e-06,5.9040000000010195e-05,-0.0005681499999999895,-0.0012614499999999973,-0.0016892600000000257,0
018PL-2_Applicant,51,0.029811725,0.03661613,0.082000986,-0.026496708,0.18378994,0.9826093,-0.18381014,0.0913013,-0.16715252,0.16418724,-0.103745535,-0.6701963,0,none:none,aversion,interviewer,0.9657682,0.0653972,1.9629444,0,silence,0,-2.999999999808711e-08,0.0,0.0,0.605077922,0.13552499,0.20879769999999997,0.00011269999999999336,0.00018693499999999919,3.3079999999990894e-05,0.0030906400000000056,-0.0027482149999999983,-0.014215239999999962,0
018PL-2_Applicant,52,0.029811755,0.0366161,0.08200101,-0.5160862,0.041466624,0.855533,-0.18383472,0.091040164,-0.16698635,0.15888907,-0.101085916,-0.6885386,0,none:none,aversion,interviewer,1.0035839,0.07401641,1.950797,0,silence,0,2.999999999808711e-08,-2.999999999808711e-08,2.4000000001245247e-08,-0.48958949200000007,-0.142323316,-0.12707630000000003,-2.457999999999627e-05,-0.00026113599999999515,0.00016616999999999327,-0.005298170000000019,0.002659619000000002,-0.018342300000000034,0
018PL-2_Applicant,53,0.029811755,0.036616117,0.08200099,-0.5503409,0.0647061,0.8324298,-0.18382977,0.09117969,-0.16760881,0.1568674,-0.1015757,-0.68596166,0,none:none,aversion,interviewer,1.000159,0.07759063,1.9602362,0,silence,0,0.0,1.6999999997990844e-08,-2.000000000335067e-08,-0.03425469999999997,0.023239476000000002,-0.02310319999999999,4.950000000003563e-06,0.00013952599999998705,-0.0006224599999999914,-0.002021670000000003,-0.000489784000000007,0.002576939999999972,0
